Hate_Speech,Counter_Narrative,Counter_Type,Target_Group
دین ایرانیان مسلمان. : جواز کسبی ست** که ۱۴۰۰سال پیش صادر ** متاسفانه تا بامروز تمدید شده، **که باید باطل شود# نه-- به --جمهوری اسلامی ایران # نابود باد حکومت جرم وجور وجنایت اسلامی,دین و باورها ریشه‌ای‌اند و نمی‌توان آنها را چون جوازی کسبی باطل کرد؛ نفرت از دین و مذهب تنها به جنگ و کینه می‌انجامد.,"Contradiction, Warning of Consequences",گروه سیاسی
در جامعه ما ، من غیراز کسانی که با تمام وجود دنبال گذر از جمهوری اسلامی و رسیدن به آزادی و دمکراسی هستند ، عده‌ای مزدور رژیم و چپ های کینه ای میبینم و معدودی ایرانی به شدت جاهل ، که یا وکالت تام به خمینی میدهند و یا حتی وکالتی موقت برای گذار و اتحاد هم نمی‌دهند .#من_وکالت_میدهم,اختلاف نظر سیاسی حق نمی‌دهد کسی را مزدور یا جاهل خطاب کنیم؛ باید با احترام و بر اساس حقایق به گفتگو بپردازیم.,"Positive Response, Facts",گروه سیاسی
#ابزارهای_قدرت. با رونمایی از دستاورد های جدید سپاه (موشك ضد كروز ٩دي ،پهپاد غزه و رادار قدس)به نابودی اسقاطیل، این سگ نگهبان آمریکا نزدیک شدیم، ان شاءالله #ابزارهای_قدرت,تهدید و تبلیغات جنگی تنها به خشونت و نابودی می‌انجامد؛ باید با عقل و دیپلماسی به سلامت و صلح فکر کرد، نه نفرت و کینه.,"Denouncing, Warning of Consequences",گروه سیاسی
ولی مرگ با موشک خیلی هم بد نیست ها اصلا نمیدونی قراره بمیری یه لحظه هستی بعد دیگه نیستی. دغدغه های جوانان ایرانی بیینید خدا لعنت تون کنه چی برامون ساختید,تهدید به مرگ و خشونت تنها راه حل نیست؛ این گونه سخنان فقط باعث تشدید نفرت و تفرقه می‌شود و به جای آرامش، جامعه را دچار بی‌ثباتی می‌کند.,"Denouncing, Warning of Consequences",گروه سیاسی
به خدا ریدم بهت. مادر به خطا رسانه دست توئه مغز تورکها رو کنترل میکنید. اون چهل ملیون عقل داشته باشند اعلام استقلال میکنند تا بفهمی خودشون‌خواستن یا نخواستن. #آزادلیق_عدالت_میللی_حکومت.,چرا فکر می‌کنی ۴۰ میلیون نفر بی‌عقل هستند؟ آیا همه مردم یک قوم را می‌توان با یک قلم نادان دانست؟ این سخنان توهین‌آمیز و دور از منطق، حقیقتی نیست.,"Facts, Counter Questions",گروه سیاسی
بنده به عنوان یک زن؛ از همه اونایی که می گن فلانی فلان کارو کرد پس جای خواهر ماست، فلان کارو کردی پس لابد باردار هم می شی، خانم هایی که هم مهریه می خوان هم حق طلاق،مردایی که فکر می کنن مالک همسر،خواهر،مادرشونن و از همه فمنیست های اسلامی متنفررررررمممممممم. کاش منقرض شین! :),زن بودن عیبی نیست و تحقیر زنان بهانه‌ای برای نابرابری است، نه حقیقتی قابل قبول.,"Facts, Contradiction",گروه سیاسی
تاراج سرمایه های ملت با نام ایمه صورت گرفت ثامن الحجج، شمس الشموس و و، بد ترازان نام جنایتکاران و دزدان هم به مذهب و تقوا و غیرو منصوب است مانند شریعتمداری- شریعتی، موسوی، ریس السادات، علم الهدی،سلامی، منتظرالمهدی !,تاراج و فساد را نباید با نفرت به دین و مقدسات تبدیل کرد؛ باید با عدالت و احترام به همه، خواستار حقوق مردم شد.,"Positive Response, Denouncing",گروه سیاسی
فقط در یک صورت هموطنانم خریدار محصولات میهن خواهند شد. محصولات لبنی میهن اسمش رو به «مرگ بر دیکتاتور »تغییر بده. تمااام #مهسا_امینی #توماج_صالحی #حسین_رونقی #پاینده_ایران,خرید محصولات داخلی باید بر اساس کیفیت و حمایت از تولید ملی باشد، نه تنها به خاطر نفرت از یک سیستم؛ این رویکرد فقط باعث تشدید کینه و جنگ اقتصادی درونی می‌شود.,"Positive Response, Facts",گروه سیاسی
حالا دیدید جمهوری اسلامی از داعش بدتره. هنوز گوسفندی هست که معتقد به مبارزه بدون خشونت باشه. عده ای هم معتقد بودند گر آرام آرام کشف حجاب کنید جاعش متوجه نمی‌شود و ول می‌کند. #مرگ_بر_جمهوری_اسلامی #حجاب_بی_حجاب,اگر خشونت تنها راه مبارزه باشد، چه تفاوتی با داعش داریم؟ اعتراض بدون خشونت نه تنها انسانی‌تر است، بلکه جهان را به سمت تغییر واقعی هدایت می‌کند.,"Positive Response, Counter Questions",گروه سیاسی
توطئه کثيف جاعش برای قتل عام زندانيان. چه کونهایی ما از شما پاره کردنی هستیم. #کیرم_توبیت_رهبری,توهین و تهمت به مقدسات، تنها باعث نابودی جامعه میشود؛ باید با عقل و همبستگی خواسته‌هایمان را بیان کنیم.,Warning of Consequences,گروه سیاسی
کدوم خری #نیویورک رو ول می کنه  بیاد؟ پدرسوخته ی عَنِ قُلّابی. گفته خونواده م نمیآن دیگه. از بس امریکا بد است و جنایتکار و خرتوخر. روز روشن دختر مردم را جلوی دوربین می کشند! #مهسا_امینی #کامی برگرد!,هر کشوری نقاط ضعف و قوتی دارد؛ نفرت از یک سیستم نباید به تحقیر مردم و مظلومیت‌های واقعی بینجامد. با همبستگی و عقلانیت، خواسته‌ها را با احترام بیان کنیم.,"Positive Response, Denouncing",گروه سیاسی
تو خیابون موفق نمیشن بکشنت، دستگیرت میکنن. زیر شکنجه هم زنده میمونی پس میندازنت زندان اونجا آتیشت میزنن. #مهسا_امینی #زندان_اوین,تهدید به خشونت و زندان فقط باعث ترس و سرکوب می‌شود؛ نه تنها آزادی‌خواهی را نابود می‌کند، بلکه جامعه را به فرو رانده و همدلی را از بین می‌برد.,"Warning of Consequences, Denouncing",گروه سیاسی
روزی که تروریست تکفیری در حرم خودش رو ترکوند و صدها نفر رو کشت، این مادرقحبه ها میگن دوستش دارم چون هر کسی بره زیارت، آدم رژیمه و باید کشته بشه. بعد که یکی دیگه خودش رو وسط میدان ولیعصر ترکوند و صدها نفر رو کشت، میگن هرکس زیر پرچم جمهوری اسلامی زندگی میکنه،جیره خوره و بهتر که مرد,آیا همه مردم یک کشور را می‌توان با اعمال چند نفر دانست؟ تروریسم جنایت است، ولی سرزنش تمام مردم به خاطر عمل یک فرد، نه تنها ناعادلانه است، بلکه زمینه را برای کینه و خشونت بیشتر فراهم می‌کند.,"Facts, Counter Questions",گروه سیاسی
کیر خر تو اول تا آخر کسی اگر حرف از رحم کردن بر نیروی سرکوب جاعشی ج ا کند،مثل سگ باید اینها رو کُشت.رحمی نباید کرد،ما در جنگ هستیم و این احساس ک.ریتان را در خود نگه دارید.,تکفیر و ترویج کشتار تنها باعث بی‌ثباتی و نابودی می‌شود؛ خشونت هرگز راه حلی برای عدالت یا آزادی نبوده و نخواهد بود.,"Facts, Denouncing",گروه سیاسی
رفتم دماغمو عمل کنم دکتره یه نگاهی کرد و گفت داداش شما صبر کن یکم دیگه علم پیشرفت کنه کلا سرتو عوض کن😂مملکتی که رقابت  خوشگلترین مسئولش بین جهانگیری و احمد خاتمی و احمدی نژاده باید رید توش. البته از نظر  عملکرد شان  هم باید رید توش #مهسا_امینی  #ترور_بیولوژیکی,آیا همه مردم یک کشور را می‌توان با چند نفر مقایسه کرد؟ ایران تنها مجموعه‌ای از چهره‌ها نیست، بلکه تمدنی هزاره‌قدیم با تاریخ درخشان و آینده‌ای روشن است.,"Contradiction, Counter Questions",گروه سیاسی
در خصوص اعزام #حشد_الشعبی به ایران یک موردی که براندازها و انقلابیون باید مدنظر قرار بدن این هست که اینها دیگه ایرانی نیستند بهشون رحم کنید باید به عنوان دشمن واقعی و خارجی فقط به قصد کشت باهاشون برخورد کرد,نفرت از انسان‌ها به خاطر دیدگاه‌شان جنایتی است؛ باید با عقل و همبستگی، خواسته‌هایمان را با احترام به همه بیان کنیم.,"Denouncing, Positive Response",گروه سیاسی
از آدمهایی که سریع و رادیکال تغییر جهت میدهند بترسید و دوری کنید چه علی علیزاده باشه چه فرهمند علیپور چه هرکس دیگری. موضع ما مخالفت با ظلم و بیعدالتی است چه جمهوری اسلامی و روسیه و چین باشد چه براندازان جمهوری اسلامی٬ آمریکا٬ اسراییل٬ عربستان و متحدین اروپایی آمریکا.,تغییر موضع یا ایدئولوژی به خودی خود دلیل بر نفاق یا خیانت نیست؛ باید با شناخت از طریق منابع معتبر و بدون سوء‌ظن، به گفت‌وگوی صادقانه روی آورد و از تنش بیشتر جلوگیری کرد.,"Facts, Warning of Consequences",گروه سیاسی
اقدام مثبت فقط ابزاری برای سرکوب سفید پوستان است. این عامل واقعی شورش های سفیدپوستان است.,آیا برابری فرصت‌ها برای همه تهدیدی است یا گامی به‌سوی جامعه‌ای عادلانه‌تر؟ اقدام مثبت تلاشی است برای جبران تبعیض‌های تاریخی، نه سرکوب هیچ نژادی.,"Positive Response, Counter Questions",گروه نژادی
احتمال دستگیری مردان آفریقایی آمریکایی 8 برابر بیشتر از مردان سفیدپوست است.,بالا بودن نرخ دستگیری لزوماً نشانه‌ی جرم بیشتر نیست؛ بلکه می‌تونه نشونه‌ی تبعیض سیستماتیک در اجرای قانون باشه. چرا به‌جای بررسی علت، فقط قربانی رو مقصر می‌دونیم؟,"Facts, Contradiction",گروه نژادی
آمریکایی های آفریقایی تبار در اصل حیواناتی هستند که قادر به احساس عشق نیستند.,چطور می‌تونی انسان‌هایی با احساس، خانواده و عشق رو حیوان بنامی؟ این حرف نشونه‌ی بی‌رحمیه، نه واقعیت.,"Denouncing, Counter Questions",گروه نژادی
آفریقایی ها سربار جامعه هستند، فاسد هستند، خشن هستند، فاقد اخلاق هستند.,هیچ قوم یا نژادی ذاتاً فاسد یا خشن نیست؛ تکرار این کلیشه‌ها فقط نفرت رو عادی می‌کنه و به تبعیض بیشتر دامن می‌زنه.,"Warning of Consequences, Contradiction",گروه نژادی
آفریقایی ها به طور طبیعی مادون انسان هستند و نمی توانند درد را احساس کنند، به همین دلیل است که می توانید آنها را شلاق بزنید.,همه انسان‌ها، از جمله آفریقایی‌ها، سیستم عصبی مشابهی دارن و درد رو احساس می‌کنن؛ همدلی و انسانیت مرز نژادی نمی‌شناسه.,"Facts, Positive Response",گروه نژادی
آفریقایی-آمریکایی ها شهروندان فرودستی هستند که برای سرکوب به دنیا آمده اند.,یعنی واقعاً فکر می‌کنی ارزش انسان به نژادشه؟ همه ما حق برابری برای زندگی و رشد داریم.,"Positive Response, Counter Questions",گروه نژادی
آفریقایی-کارائیب حق سخنرانی در کنگره ایالات متحده را ندارد.,محروم‌کردن کسی از حق سخن گفتن فقط به‌خاطر ریشه نژادی‌اش، نقض آشکار دموکراسی و اصول برابری آمریکاست.,"Denouncing, Contradiction",گروه نژادی
همه مردان سیاه پوست متجاوز هستند,برچسب‌زدن به یک نژاد بر اساس جرم، خلاف واقعیت و باعث گسترش نفرت و بی‌اعتمادی خطرناک در جامعه می‌شه.,"Facts, Warning of Consequences",گروه نژادی
همه سیاه پوستان جنایتکار هستند,چطور می‌شه انسان‌هایی که هر روز برای جامعه‌شون کار می‌کنن و پیشرفت می‌سازن رو جنایتکار دونست؟ انصاف نیست؟,"Positive Response, Counter Questions",گروه نژادی
اتلاف وقت دیگر آیا ما به فرآیندی نیاز داشتیم تا بدانیم قاتل یک سیاه پوست بوده است؟ قتل توسط سیاه پوستان انجام می شود. آنها یک تهدید هستند.,آیا می‌دونی آمار جرم به عوامل اقتصادی و اجتماعی بستگی داره، نه رنگ پوست؟ پس چرا به جای حل ریشه‌ها، یک گروه خاص رو متهم می‌کنی؟,"Facts, Counter Questions",گروه نژادی
سیاه‌پوستان آمریکایی نفوذ خورنده‌ای در کشور ما دارند. آنها همیشه در مکان های کثیف وحشتناک و متعفن ساکن بوده اند و اکنون همه آنها شاکی هستند زیرا از کشور ما متنفرند.,سیاه‌پوستان آمریکایی بخشی از تاریخ، فرهنگ و پیشرفت این کشورند؛ اگر مکان‌هایی فقیرترند، دلیلش تبعیض ساختاریه، نه ذات اون‌ها.,"Positive Response, Contradiction",گروه نژادی
سیاهپوستان بسیار خطرناک هستند,وقتی همه اعضای یک گروه رو «خطرناک» می‌نامیم، داریم نفرت رو تقویت می‌کنیم و راه رو برای تبعیض و خشونت بیشتر باز می‌ذاریم؛ این نگاه نه‌تنها ناعادلانه‌ست، بلکه امنیت واقعی جامعه رو هم تهدید می‌کنه.,"Warning of Consequences, Contradiction",گروه نژادی
سیاهپوستان دزدی را دوست دارند,چطور می‌تونی بگی یک نژاد کامل دزدی رو دوست داره؟ اتهام زدن به میلیون‌ها نفر فقط به خاطر رنگ پوست‌شون هم ناعادلانه‌ست و هم خطرناک.,"Denouncing, Counter Questions",گروه نژادی
سیاه‌پوستان مواد مخدر مصرف می‌کنند، آنها برای جامعه یک تهدید هستند، آنها خشن هستند، آنها احمق هستند و همه آنها باید به زندان بیفتند.,با نفرت‌پراکنی علیه یک نژاد، نه تنها بی‌عدالتی رو گسترش می‌دیم، بلکه فرصت ساختن جامعه‌ای امن‌تر و متحدتر رو از بین می‌بریم؛ سیاه‌پوستان هم مثل بقیه، می‌تونن و باید بخشی از راه‌حل باشند، نه قربانی کلی‌گویی‌ها.,"Warning of Consequences, Positive Response",گروه نژادی
سیاه پوستان همیشه قبل از تکامل ما در این سیاره ساکن بوده اند و هنوز هم هستند. آنها شکارچیان طبیعی ما هستند و از نظر ژنتیکی قادر به زندگی در یک جامعه متمدن نیستند.,بر چه اساسی می‌گی یک نژاد «از نظر ژنتیکی» نمی‌تونه متمدن باشه؟ اگه تکامل شامل همه انسان‌ها بوده، چرا باید فکر کنیم برخی‌ها بیرون از این روند بودن؟ هیچ شواهد علمی‌ای این ادعا رو تأیید نمی‌کنه.,"Facts, Counter Questions",گروه نژادی
چطور هیچ کس درباره تنبلی و بی انگیزگی سیاه پوستان ناله نمی کند؟ آنها مشکل هستند,تنبلی به نژاد ربطی نداره؛ این کلی‌گویی تحقیرآمیز فقط باعث تداوم نژادپرستی می‌شه. آیا واقعاً می‌تونی بگی میلیون‌ها نفر صرفاً به خاطر رنگ پوست‌شون «مشکل» هستن؟,"Contradiction, Denouncing",گروه نژادی
من از آموزش برای کمک به سیاه پوستان و وادار کردن آنها به این که فکر کنند با ما برابر هستند خسته شده ام.,اگه آموزش به برابری خسته‌ت می‌کنه، پس آماده باش با جامعه‌ای نابرابر، ناآرام و پر از نفرت زندگی کنی.,"Warning of Consequences, Positive Response",گروه نژادی
من نیگا ها را دوست ندارم، آنها فقط یک دسته جنایتکار و دزد هستند.,استفاده از این واژه‌های تحقیرآمیز فقط نفرت رو گسترش می‌ده، نه حقیقت رو. واقعاً فکر می‌کنی همه آدم‌ها فقط بر اساس نژادشون قضاوت می‌شن؟,"Denouncing, Positive Response",گروه نژادی
از زمانی که مردم با کلیشه ها مبارزه می کنند متنفرم. ما متفاوت هستیم سیاه ها رنگ متفاوتی دارند و نباید با ما زندگی کنند.,اگر به‌خاطر تفاوت رنگ پوست، زندگی مشترک رو رد کنیم، فردا نوبت خود ماست که کنار گذاشته بشیم؛ تناقض اینجاست که می‌خوای تنوع رو حذف کنی تا جامعه‌ای بهتر بسازی، اما فقط نفرت تولید می‌کنی.,"Warning of Consequences, Contradiction",گروه نژادی
دلم برای روزهای خوب گذشته تنگ شده است، زمانی که غرب توسط سفیدپوستان اداره می شد و سیاه پوستان تحت انقیاد بودند.,آیا «روزهای خوب» زمانی‌ست که حقوق انسانی پایمال می‌شد؟ تاریخ ثابت کرده جوامعی که بر تبعیض بنا شدند، دیر یا زود فروپاشیدند—پس واقعاً دلت برای چی تنگ شده؟,"Facts, Counter Questions",گروه نژادی
من از شنیدن اینکه برتری سفید بد است خسته شده ام.,"اگر برتری سفیدها واقعاً برتری بود، نیازی به تحمیل، سکوت دیگران یا حذف تاریخ نبود؛ قدرت واقعی در برابری و احترام متقابل نهفته‌ست، نه در تکرار تبعیض‌هایی که دنیا از آن‌ها خسته شده.
","Positive Response, Contradiction",گروه نژادی
اگر یک سیاهپوست بگوید همه سفیدپوستان بد هستند، کسی شکایت نمی‌کند.,اگه هر گروهی شروع کنه همه اعضای یه نژاد دیگه رو مقصر دونستن، نتیجه‌اش چی می‌شه؟ این طرز فکر فقط نفرت رو زیاد می‌کنه و جامعه رو به سمت درگیری می‌بره.,"Warning of Consequences, Counter Questions",گروه نژادی
اگر نیگا ها دست از غر زدن برندارند، ما دوباره برده داری را قانونی خواهیم کرد.,تهدید به برده‌داری فقط نفرت و جهل رو نشون می‌ده؛ واقعاً کی هنوز فکر می‌کنه انسان‌ها ابزارند؟,"Denouncing, Counter Questions",گروه نژادی
اگر سیاه‌پوستان فقط ساکت می‌شدند و با انسان‌های دیگر کنار می‌آمدند، اکنون اوضاع فرق می‌کرد.,ساکت بودن هیچ‌وقت نژادپرستی رو متوقف نکرده؛ تاریخ نشون می‌ده سکوت فقط به ستمگران قدرت بیشتری داده، نه برابری.,"Contradiction, Facts",گروه نژادی
سیاه پوستان چیزی جز دردسر برای سفیدپوستان نیستند.,آیا می‌دونی بسیاری از نوآوران، هنرمندان و فعالان حقوق بشر سیاه‌پوست بودن؟ بر چه اساسی همه رو به دردسر بودن متهم می‌کنی؟ این نگاه کلی‌نگرانه فقط فاصله‌ها رو بیشتر می‌کنه، نه راه‌حل می‌ده.,"Facts, Counter Questions",گروه نژادی
سیاه‌پوستان دلیل این هستند که کشور ما در آشفتگی‌هایی قرار گرفته است، زیرا آنها پست‌تر هستند.,سیاه‌پوستان نه تنها دلیل آشفتگی نیستند، بلکه قرن‌هاست که سهم ارزنده‌ای در شکوفایی این کشور داشته‌اند. این سخنان نفرت‌انگیز و بی‌اساس، تلاشی برای تفرقه‌افکنی و انکار انسانیت یک گروه است و باید قویاً محکوم شود.,"Positive Response, Denouncing",گروه نژادی
سیاه پوستان یک دسته کلاهبردار و مجرم جنسی هستند. آنها فقط به عنوان برده خوب بودند.,آیا تعمیم دادن اتهام جنایت به یک گروه کامل، بدون در نظر گرفتن فردیت افراد، منجر به تبعیض و بی‌عدالتی نمی‌شود؟ این طرز فکر چه آسیبی به انسجام جامعه وارد می‌کند؟,"Warning of Consequences, Counter Questions",گروه نژادی
سیاه پوستان طبیعتا شرور هستند. آنها نمی توانند اخلاقی باشند. تمام وجود آنها با نفرت آنها از سفیدپوستان تعریف می شود.,ادعای شرارت ذاتی یک گروه، نادیده گرفتن تنوع و انسانیت آنهاست. در مقابل، ما شاهد مشارکت‌های مثبت و اخلاق والای بسیاری از سیاه‌پوستان در تمام جوامع هستیم.,"Positive Response, Contradiction",گروه نژادی
سیاه پوستان بیشتر از سفیدپوستان جنایت می کنند.,آیا آمار جرم و جنایت، عوامل پیچیده‌ای مانند فقر و تبعیض نژادی را در نظر می‌گیرد؟ چه شواهدی نشان می‌دهد که نژاد، عامل اصلی ارتکاب جرم است؟,"Facts, Counter Questions",گروه نژادی
سیاه پوستان اخلاقیات صفر دارند و از عشق ناتوان هستند.,این ادعا که یک گروه از عشق ناتوان است، نه تنها بی‌رحمانه بلکه کاملاً بی‌اساس است. چطور می‌توان چنین صفات انسانی پیچیده‌ای را به یک نژاد نسبت داد؟,"Denouncing, Counter Questions",گروه نژادی
سیاه پوستان تنها 14 درصد از جمعیت را تشکیل می دهند، اما آنها بیشتر از سفیدپوستان مردم را می کشند. این یک واقعیت است.,نسبت دادن جرم به یک گروه بر اساس جمعیت، نادیده گرفتن عوامل پیچیده‌ای مانند فقر و تبعیض است. این نوع استدلال‌های نادرست، منجر به تعمیق شکاف‌های اجتماعی و ترویج نفرت می‌شود.,"Facts, Warning of Consequences",گروه نژادی
چطور هیچ کس درباره تنبلی و بی انگیزگی سیاه پوستان ناله نمی کند؟ آنها مشکل هستند,این یک تعمیم نژادپرستانه و نادرست است. ما باید به جای قضاوت، برای درک تلاش‌های همه بکوشیم.,"Denouncing, Positive Response",گروه نژادی
من از باختن این همه به سیاه پوستان خسته شده ام. وقت آن است که بیدار شویم,این طرز فکر تبعیض‌آمیز، جامعه را قطبی می‌کند و به جای اتحاد، دشمنی می‌آورد. بیداری واقعی در پذیرش تنوع و برابری است.,"Warning of Consequences, Positive Response",گروه نژادی
اگر آنها سیاه پوست هستند، می توانید با آنها به گونه ای رفتار کنید که انگار آنها تفاله هستند.,آیا رنگ پوست، ارزش و منزلت انسانی افراد را تعیین می‌کند؟ چطور می‌توان با یک انسان صرفاً به خاطر نژادش مانند تفاله رفتار کرد و انتظار جامعه‌ای عادلانه داشت؟,"Contradiction, Counter Questions",گروه نژادی
اگر می‌توانستیم مانند بقیه کشوری سفیدپوست داشته باشیم، این مشکل نیگا‌ها از بین می‌رفت.,ایده یک کشور تک‌نژادی، نادیده گرفتن تنوع غنی و تاریخچه چندفرهنگی ماست. این تفکر، نه تنها غیرعملی بلکه خلاف ارزش‌های انسانی است.,"Facts, Contradiction",گروه نژادی
اگر رنگین پوست هستید، سیاه پوست هستید، حرامزاده هستید، تهدیدی برای جامعه هستید، فقط باید اخراج شوید.,چگونه می‌توان هویت و ارزش یک انسان را صرفاً بر اساس رنگ پوستش زیر سوال برد؟ آیا جامعه‌ای که بر طرد و تبعیض بنا شود، آینده‌ای روشن خواهد داشت؟,Positive Response,گروه نژادی
سیاه‌پوستان از نسل برده‌ها هستند: آنها لیاقت زندگی در بریتانیا را ندارند.,ربط دادن نسل افراد به حق زندگی، نژادپرستی آشکار و غیرقابل قبول است. همه انسان‌ها شایسته احترام هستند.,Denouncing,گروه نژادی
سیاه‌پوستان مجرمان سریالی هستند. قبل از آزادی باید نژاد زندانیان را در نظر بگیریم.,پیشنهاد تبعیض در سیستم قضایی بر اساس نژاد، نه تنها بی‌عدالتی آشکار است بلکه پایه‌های جامعه‌ای برابر را متزلزل می‌کند و نفرت را گسترش می‌دهد.,"Warning of Consequences, Denouncing",گروه نژادی
جنگ داخلی بسیار فراتر از بردگی بود: همچنین در مورد استقرار برتری سفیدپوستان در آمریکا بود.,جنگ داخلی آمریکا نه تنها درباره برده‌داری بلکه در مورد حقوق اساسی و برابری تمام انسان‌ها بود. پذیرش برتری نژادی، انکار ارزش‌های بنیادین عدالت و انسانیت است.,"Positive Response, Facts",گروه نژادی
جامعه نیگا ها آنقدر با ما متفاوت است که قابل قبول نیست.,ادعای غیرقابل قبول بودن یک گروه به دلیل تفاوت، نادیده گرفتن تنوع و ارزش‌های مشترک انسانی است. این طرز فکر مردود است.,"Denouncing, Contradiction",گروه نژادی
تجارت مواد مخدر پر از سیاهپوستان است که قانون را زیر پا می گذارند.,نسبت دادن جرم به یک گروه نژادی، نادیده گرفتن عوامل اجتماعی-اقتصادی پیچیده و تعمیم دادن رفتار چند نفر به کل جامعه است. این یک قضاوت ناعادلانه و مبتنی بر پیش‌داوری است.,"Denouncing, Facts",گروه نژادی
سیاه پوست حق زندگی ندارد,آیا انسانیت به رنگ پوست بستگی دارد؟ همه افراد، صرف نظر از نژادشان، حق زندگی دارند و شایسته احترام هستند.,"Positive Response, Counter Questions",گروه نژادی
دنیا بدون سیاهپوستان جای بهتری خواهد بود.,این دیدگاه، ارزش و نقش مهم سیاه‌پوستان در تاریخ و فرهنگ جهان را نادیده می‌گیرد. دنیای متنوع، دنیای بهتری است.,"Positive Response, Contradiction",گروه نژادی
آنها حق ندارند زندگی کنند، زیرا آنها سیاهپوستان کثیف هستند، و بس.,این سخنان نفرت‌انگیز و نژادپرستانه، کرامت انسانی را زیر سوال می‌برد و ترویج خشونت و تبعیض می‌کند. چنین تفکری برای جامعه‌ای سالم خطرناک است.,"Denouncing, Warning of Consequences",گروه نژادی
همه ما در خطر هستیم، همه ما می خواهیم شاهد ناپدید شدن نیگاها از روی زمین باشیم.,چه واقعیتی نشان می‌دهد که حضور یک گروه نژادی، تهدیدی برای همه است؟ آیا حذف یک بخش از جامعه، به نفع کل آن خواهد بود؟,Counter Questions,گروه نژادی
ما خواهان نابودی نیگا هستیم.,آیا نابودی یک گروه انسانی، راهی برای ساختن جامعه‌ای بهتر است؟ تاریخ نشان داده که چنین تفکراتی به فجایع بزرگی منجر شده است.,"Counter Questions, Warning of Consequences",گروه نژادی
آمریکایی های آفریقایی تبار، مادون انسان هستند و فقط یک دسته از حیوانات هستند.,این ادعا کاملاً بی‌اساس و نژادپرستانه است. از نظر علمی و انسانی، همه انسان‌ها برابرند و هیچ نژادی مادون دیگری نیست.,"Facts, Contradiction",گروه نژادی
آفریقایی‌ها همیشه مثل دیوانه‌ها در بین خودشان تولید مثل می‌کردند، انگار که برتر بودند.,تولید مثل یک امر انسانی و جهان‌شمول است و هیچ ارتباطی با برتری نژادی ندارد. آیا این طرز فکر، خود نوعی احساس برتری نیست؟,"Facts, Counter Questions",گروه نژادی
سیاهپوستان پست هستند و از آن راضی هستند.,همه انسان‌ها شایسته احترام و فرصت‌های برابر هستند. چنین دیدگاه‌های منفی نه تنها بی‌اساس‌اند، بلکه باعث ایجاد شکاف و نفرت در جامعه می‌شوند و به ضرر همه ما تمام خواهند شد.,"Positive Response, Warning of Consequences",گروه نژادی
سیاه پوستان همگی جنایتکاران بیمار، معتادان جنسی بی بند و بار و اوباش هستند.,چنین نسبت‌های ناروا و کلی‌گویی‌های نفرت‌انگیز، نه تنها بی‌اساس و ظالمانه هستند، بلکه باعث ایجاد تفرقه و آسیب به همبستگی اجتماعی می‌شوند. ما باید با احترام و درک متقابل با همه افراد جامعه رفتار کنیم.,"Denouncing, Positive Response",گروه نژادی
سیاه پوستان این گونه متولد می شوند: خشن و بی احساس.,این دیدگاه عمیقاً نادرست است و هیچ پایه علمی ندارد. مطالعات نشان می‌دهند که خشونت به نژاد ارتباطی ندارد بلکه به شرایط اجتماعی و محیطی مرتبط است. آیا واقعاً می‌توان صفات شخصیتی را به رنگ پوست نسبت داد؟,"Facts, Counter Questions",گروه نژادی
فرقی نمی کند مرد باشید، زن یا مهاجر، اگر سفیدپوست نباشید، شما را حقیر می دانند و باید توسط جامعه طرد شوید.,این ادعا نه تنها ظالمانه است، بلکه با واقعیت جامعه متنوع ما در تضاد است. ارزش انسان‌ها به رنگ پوستشان نیست و چنین تفکری خود نشانگر تناقض است.,"Denouncing, Contradiction",گروه نژادی
سیاه پوستان فقط برای خدمت به اربابان سفید پوست خود وجود دارند.,چنین عقایدی جامعه را به سمت تفرقه و خشونت می‌برد. آیا واقعاً می‌خواهیم در دنیایی زندگی کنیم که ارزش انسان‌ها بر اساس رنگ پوستشان تعیین شود؟,"Counter Questions, Warning of Consequences",گروه نژادی
سیاه‌پوستان باید کشور ما را ترک کنند.,سیاه‌پوستان مثل همه شهروندان دیگر، به تنوع فرهنگی و پیشرفت اقتصادی کشورمان کمک می‌کنند. تاریخ نشان می‌دهد که جوامع متنوع و فراگیر همیشه قوی‌تر و نوآورتر هستند.,"Facts, Positive Response",گروه نژادی
رنگین پوستان مادون انسان هستند و همه باید نابود شوند.,چنین افکار خشونت‌آمیزی تهدیدی برای انسانیت ماست و باید با قدرت محکوم شود. ما همه انسان‌هایی با ارزش برابر هستیم و زیبایی جهان ما در تنوع و گوناگونی رنگ‌ها و فرهنگ‌هاست.,"Positive Response, Denouncing",گروه نژادی
سیاه‌پوستان همیشه از برتری نژاد و فرهنگ سفید شکایت داشتند. آنها حق داشتند,"تاریخ نشان می‌دهد که هیچ نژادی ذاتاً برتر از دیگری نیست. سیاه‌پوستان نه از ""برتری"" بلکه از تبعیض و بی‌عدالتی ناشی از نگرش‌های نژادپرستانه شکایت داشته‌اند، که با واقعیت علمی یکسان بودن انسان‌ها در تضاد است.","Facts, Contradiction",گروه نژادی
